step,edge,vehCount,halting,meanSpeed,occupancy,flow_in_veh_s
10,B1A1,1,0,6.1889865822929195,0.03687315634218289,0.000000
10,B1B0,0,0,13.89,0.0,0.000000
10,B1B2,1,0,13.665835958195613,0.03687315634218289,0.000000
10,B1C1,0,0,13.89,0.0,0.000000
10,B2A2,0,0,13.89,0.0,0.000000
10,B2B1,2,0,11.907010913785264,0.07374631268436578,0.000000
10,B2C2,1,0,11.318481116349771,0.03581661891117479,0.000000
10,C0B0,0,0,13.89,0.0,0.000000
10,C0C1,0,0,13.89,0.0,0.000000
10,C1B1,0,0,13.89,0.0,0.000000
10,C1C0,0,0,13.89,0.0,0.000000
10,C1C2,0,0,13.89,0.0,0.000000
10,C2B2,1,0,12.254560899011128,0.03581661891117479,0.000000
10,C2C1,1,0,12.953002575388313,0.03581661891117479,0.000000
11,A0A1,0,0,13.89,0.0,0.000000
11,A0B0,0,0,13.89,0.0,0.000000
11,A1A0,2,0,10.688250112793014,0.07163323782234958,0.000000
11,A1A2,1,0,15.072180051051223,0.03581661891117479,0.000000
11,A1B1,1,0,12.784348541475156,0.03687315634218289,0.000000
11,A2A1,0,0,13.89,0.0,0.000000
11,A2B2,0,0,13.89,0.0,0.000000
11,B0A0,0,0,13.89,0.0,0.000000
11,B0B1,0,0,13.89,0.0,0.000000
11,B0C0,0,0,13.89,0.0,0.000000
11,B1A1,1,0,1.6889865822929195,0.03687315634218289,0.000000
11,B1B0,0,0,13.89,0.0,0.000000
11,B1B2,2,0,12.738133931094616,0.07374631268436578,1000.000000
11,B1C1,0,0,13.89,0.0,0.000000
11,B2A2,0,0,13.89,0.0,0.000000
11,B2B1,2,0,12.646544527977888,0.07374631268436578,0.000000
11,B2C2,1,0,11.955844844578728,0.03581661891117479,0.000000
11,C0B0,0,0,13.89,0.0,0.000000
11,C0C1,0,0,13.89,0.0,0.000000
11,C1B1,0,0,13.89,0.0,0.000000
11,C1C0,0,0,13.89,0.0,0.000000
11,C1C2,0,0,13.89,0.0,0.000000
11,C2B2,1,0,12.027923493202113,0.03581661891117479,0.000000
11,C2C1,1,0,12.419834323645704,0.03581661891117479,0.000000
12,A0A1,0,0,13.89,0.0,0.000000
12,A0B0,0,0,13.89,0.0,0.000000
12,A1A0,2,0,10.49416196420907,0.07163323782234958,0.000000
12,A1A2,1,0,14.178212560454526,0.03581661891117479,0.000000
12,A1B1,2,0,11.414283770737578,0.07374631268436578,1000.000000
12,A2A1,0,0,13.89,0.0,0.000000
12,A2B2,0,0,13.89,0.0,0.000000
12,B0A0,0,0,13.89,0.0,0.000000
12,B0B1,0,0,13.89,0.0,0.000000
12,B0C0,0,0,13.89,0.0,0.000000
12,B1A1,1,0,0.2675500661936888,0.03687315634218289,0.000000
12,B1B0,0,0,13.89,0.0,0.000000
12,B1B2,2,0,10.5119189308943,0.07374631268436578,0.000000
12,B1C1,0,0,13.89,0.0,0.000000
12,B2A2,0,0,13.89,0.0,0.000000
12,B2B1,2,0,11.980733127769266,0.07374631268436578,0.000000
12,B2C2,1,0,11.918268987074457,0.03581661891117479,0.000000
12,C0B0,0,0,13.89,0.0,0.000000
12,C0C1,0,0,13.89,0.0,0.000000
12,C1B1,0,0,13.89,0.0,0.000000
12,C1C0,0,0,13.89,0.0,0.000000
12,C1C2,0,0,13.89,0.0,0.000000
12,C2B2,1,0,8.880640045583908,0.03581661891117479,0.000000
12,C2C1,1,0,12.608809407217562,0.03581661891117479,0.000000
13,A0A1,1,0,15.597081000000001,0.03581661891117479,1000.000000
13,A0B0,0,0,13.89,0.0,0.000000
13,A1A0,2,0,11.332666767601765,0.07163323782234958,0.000000
13,A1A2,1,0,14.099633271430761,0.03581661891117479,0.000000
13,A1B1,2,0,9.610837779527406,0.07374631268436578,0.000000
13,A2A1,0,0,13.89,0.0,0.000000
13,A2B2,0,0,13.89,0.0,0.000000
13,B0A0,0,0,13.89,0.0,0.000000
13,B0B1,0,0,13.89,0.0,0.000000
13,B0C0,0,0,13.89,0.0,0.000000
13,B1A1,1,1,0.06442492802271266,0.03687315634218289,0.000000
13,B1B0,0,0,13.89,0.0,0.000000
13,B1B2,2,0,8.751826865981398,0.07374631268436578,0.000000
13,B1C1,0,0,13.89,0.0,0.000000
13,B2A2,0,0,13.89,0.0,0.000000
13,B2B1,2,0,12.010143465311993,0.07374631268436578,0.000000
13,B2C2,1,0,11.851796829471327,0.03581661891117479,0.000000
13,C0B0,0,0,13.89,0.0,0.000000
13,C0C1,0,0,13.89,0.0,0.000000
13,C1B1,0,0,13.89,0.0,0.000000
13,C1C0,0,0,13.89,0.0,0.000000
13,C1C2,0,0,13.89,0.0,0.000000
13,C2B2,0,0,13.89,0.022522901641940117,0.000000
13,C2C1,1,0,12.83197092858529,0.03581661891117479,0.000000
14,A0A1,1,0,14.662439232823202,0.03581661891117479,0.000000
14,A0B0,0,0,13.89,0.0,0.000000
14,A1A0,2,0,10.845027305691648,0.07163323782234958,0.000000
14,A1A2,1,0,15.077062952096718,0.03581661891117479,0.000000
14,A1B1,2,0,7.606659676319523,0.07374631268436578,0.000000
14,A2A1,0,0,13.89,0.0,0.000000
14,A2B2,0,0,13.89,0.0,0.000000
14,B0A0,0,0,13.89,0.0,0.000000
14,B0B1,0,0,13.89,0.0,0.000000
14,B0C0,0,0,13.89,0.0,0.000000
14,B1A1,2,1,6.888697704161749,0.07374631268436578,1000.000000
14,B1B0,0,0,13.89,0.0,0.000000
14,B1B2,2,1,7.035198799100066,0.07374631268436578,0.000000
14,B1C1,0,0,13.89,0.0,0.000000
14,B2A2,0,0,13.89,0.0,0.000000
14,B2B1,2,0,9.7090454148555,0.07374631268436578,0.000000
14,B2C2,1,0,11.265014920643493,0.03581661891117479,0.000000
14,C0B0,0,0,13.89,0.0,0.000000
14,C0C1,0,0,13.89,0.0,0.000000
14,C1B1,0,0,13.89,0.0,0.000000
14,C1C0,0,0,13.89,0.0,0.000000
14,C1C2,0,0,13.89,0.0,0.000000
14,C2B2,0,0,13.89,0.0,0.000000
14,C2C1,1,0,12.433636932213926,0.03581661891117479,0.000000
15,A0A1,1,0,15.361452634018608,0.03581661891117479,0.000000
15,A0B0,0,0,13.89,0.0,0.000000
15,A1A0,2,0,10.438056229965442,0.07163323782234958,0.000000
15,A1A2,1,0,14.161396163606227,0.03581661891117479,0.000000
15,A1B1,2,0,6.949176121444284,0.07374631268436578,0.000000
15,A2A1,0,0,13.89,0.0,0.000000
15,A2B2,0,0,13.89,0.0,0.000000
15,B0A0,0,0,13.89,0.0,0.000000
15,B0B1,0,0,13.89,0.0,0.000000
15,B0C0,0,0,13.89,0.0,0.000000
15,B1A1,2,1,6.86185192710118,0.07374631268436578,0.000000
15,B1B0,0,0,13.89,0.0,0.000000
15,B1B2,3,1,8.66801599026308,0.11061946902654868,1000.000000
15,B1C1,0,0,13.89,0.0,0.000000
15,B2A2,0,0,13.89,0.0,0.000000
15,B2B1,2,0,9.349473579103865,0.0484213838107049,1000.000000
15,B2C2,1,0,11.415805422145835,0.03581661891117479,0.000000
15,C0B0,0,0,13.89,0.0,0.000000
15,C0C1,0,0,13.89,0.0,0.000000
15,C1B1,0,0,13.89,0.0,0.000000
15,C1C0,0,0,13.89,0.0,0.000000
15,C1C2,0,0,13.89,0.0,0.000000
15,C2B2,0,0,13.89,0.0,0.000000
15,C2C1,1,0,12.782461612205156,0.03581661891117479,0.000000
16,A0A1,1,0,15.57564807579922,0.03581661891117479,0.000000
16,A0B0,0,0,13.89,0.0,0.000000
16,A1A0,2,0,10.64861231464178,0.07163323782234958,0.000000
16,A1A2,1,0,14.428773751503,0.03581661891117479,0.000000
16,A1B1,2,1,7.279340915442977,0.07374631268436578,0.000000
16,A2A1,0,0,13.89,0.0,0.000000
16,A2B2,0,0,13.89,0.0,0.000000
16,B0A0,0,0,13.89,0.0,0.000000
16,B0B1,0,0,13.89,0.0,0.000000
16,B0C0,0,0,13.89,0.0,0.000000
16,B1A1,2,1,6.297996587128921,0.07374631268436578,0.000000
16,B1B0,1,0,12.200976,0.03687315634218289,1000.000000
16,B1B2,3,1,8.968391883984241,0.11061946902654868,0.000000
16,B1C1,1,0,7.185009930061735,0.005170208911936264,1000.000000
16,B2A2,0,0,13.89,0.0,0.000000
16,B2B1,2,0,10.090778211310312,0.07374631268436578,0.000000
16,B2C2,1,0,11.030490580880047,0.03581661891117479,0.000000
16,C0B0,0,0,13.89,0.0,0.000000
16,C0C1,0,0,13.89,0.0,0.000000
16,C1B1,0,0,13.89,0.0,0.000000
16,C1C0,0,0,13.89,0.0,0.000000
16,C1C2,0,0,13.89,0.0,0.000000
16,C2B2,0,0,13.89,0.0,0.000000
16,C2C1,1,0,12.790552703104115,0.03581661891117479,0.000000
17,A0A1,1,0,15.427902598530748,0.03581661891117479,0.000000
17,A0B0,0,0,13.89,0.0,0.000000
17,A1A0,2,0,9.502467881656205,0.07163323782234958,0.000000
17,A1A2,1,0,14.41693122673049,0.03581661891117479,0.000000
17,A1B1,2,1,6.709667543328343,0.07374631268436578,0.000000
17,A2A1,0,0,13.89,0.0,0.000000
17,A2B2,0,0,13.89,0.0,0.000000
17,B0A0,0,0,13.89,0.0,0.000000
17,B0B1,0,0,13.89,0.0,0.000000
17,B0C0,0,0,13.89,0.0,0.000000
17,B1A1,3,1,8.520169720754906,0.11061946902654868,1000.000000
17,B1B0,1,0,11.682524582506367,0.03687315634218289,0.000000
17,B1B2,3,1,8.47998658399412,0.11061946902654868,0.000000
17,B1C1,1,0,9.366669557418302,0.03687315634218289,0.000000
17,B2A2,0,0,13.89,0.0,0.000000
17,B2B1,2,0,11.446663887674728,0.07374631268436578,0.000000
17,B2C2,1,0,11.964407999793961,0.03581661891117479,0.000000
17,C0B0,0,0,13.89,0.0,0.000000
17,C0C1,0,0,13.89,0.0,0.000000
17,C1B1,0,0,13.89,0.0,0.000000
17,C1C0,0,0,13.89,0.0,0.000000
17,C1C2,0,0,13.89,0.0,0.000000
17,C2B2,0,0,13.89,0.0,0.000000
17,C2C1,1,0,12.643407206888444,0.03581661891117479,0.000000
18,A0A1,1,0,15.457513356526144,0.03581661891117479,0.000000
18,A0B0,0,0,13.89,0.0,0.000000
18,A1A0,2,0,6.946490208829852,0.07163323782234958,0.000000
18,A1A2,1,0,15.091330424833254,0.03581661891117479,0.000000
18,A1B1,2,1,6.938212164109839,0.07374631268436578,0.000000
18,A2A1,0,0,13.89,0.0,0.000000
18,A2B2,0,0,13.89,0.0,0.000000
18,B0A0,0,0,13.89,0.0,0.000000
